Date,Country,Plastic_Waste_Tons,Burned_Waste_Tons,Population_Affected
06/09/2021,USA,614.23,961.04,70707
07/09/2021,Indonesia,1154.46,682.11,66169
07/09/2021,Germany,855.7,1762.01,80038
07/09/2021,China,4924.39,2394.49,37271
08/09/2021,Brazil,3168.02,978.39,9514
08/09/2021,USA,2056.41,435.7,94448
09/09/2021,China,198.84,200.41,41117
09/09/2021,China,1148.93,1153.67,77178
09/09/2021,China,910.5,1447.99,40465
10/09/2021,Indonesia,3771.95,702,72743
10/09/2021,Nigeria,6078.02,212.57,59393
10/09/2021,Philippines,1192.13,3524.6,8382
10/09/2021,Nigeria,2507.39,3193.01,68489
10/09/2021,USA,1083.62,618.35,81577
11/09/2021,Nigeria,517.07,968.44,6653
11/09/2021,China,4010.87,877.78,61436
12/09/2021,Germany,4458.49,609.08,71002
12/09/2021,USA,2741.18,1833.89,691
14/09/2021,China,2628.5,268.2,71412
14/09/2021,China,1641.72,1227.28,30463
14/09/2021,Mexico,1299.79,393.18,5713
14/09/2021,Philippines,1726.09,692.29,19206
15/09/2021,Brazil,1193.38,2637.82,90745
17/09/2021,Nigeria,2136.81,3863.09,54629
17/09/2021,USA,4143.39,464.96,6360
19/09/2021,India,1747.57,723.49,11142
19/09/2021,India,353.53,34.53,24080
19/09/2021,China,1008.67,1040.11,18386
20/09/2021,Mexico,2804.36,480.49,11952
21/09/2021,Philippines,755.95,279.87,88372
21/09/2021,USA,4188.11,2605.61,65341
22/09/2021,China,3730.2,801.66,43351
23/09/2021,China,757.97,927.75,32979
23/09/2021,Indonesia,1438.07,273.68,27236
23/09/2021,Russia,129.96,821.89,5902
23/09/2021,Nigeria,2365.51,3005.12,92595
24/09/2021,Russia,1636.45,615.68,46165
24/09/2021,India,2471.36,1705.68,373
24/09/2021,USA,1279.13,666.04,92536
25/09/2021,Indonesia,1148.28,562.56,80154
25/09/2021,Philippines,1734.25,2431.28,82435
25/09/2021,Mexico,2366.03,526.21,3395
26/09/2021,Russia,1691.08,2666.68,15606
27/09/2021,Germany,1633.89,755.83,96026
27/09/2021,Russia,2278.46,738.41,20935
27/09/2021,India,719.77,581.88,76093
27/09/2021,Philippines,495.37,1062.1,22586
27/09/2021,China,895.83,865.94,81126
28/09/2021,Nigeria,3573.23,1006.77,29183
28/09/2021,China,6673.47,2330.18,16082
29/09/2021,Philippines,462.32,1353.99,43843
30/09/2021,Nigeria,6393.35,1009.9,65307
30/09/2021,Indonesia,3713.86,427.4,14032
30/09/2021,Philippines,374.05,1476.25,58276
01/10/2021,Indonesia,3961.82,4892.25,4420
02/10/2021,Philippines,1967.91,643.99,76126
02/10/2021,Germany,1386.42,1351.87,39764
02/10/2021,USA,1728.74,2962.64,99993
02/10/2021,Russia,1510.23,360.39,17467
03/10/2021,Russia,756.41,1773.09,14299
04/10/2021,Indonesia,393.82,220.95,42352
04/10/2021,Mexico,1930,1458.79,26962
04/10/2021,Philippines,937.07,1877.63,63071
04/10/2021,China,1365.87,1524.26,48599
04/10/2021,Philippines,2000.61,2405.87,54585
05/10/2021,Philippines,1353.5,751.32,71454
05/10/2021,Germany,1945.23,3396.53,3973
06/10/2021,Russia,2768.81,2361.68,57612
06/10/2021,India,3046.32,2342.91,71614
08/10/2021,India,1683.51,1092.3,19619
08/10/2021,Brazil,414.05,242.77,71363
08/10/2021,Brazil,1478.87,1112.48,64745
09/10/2021,China,1174.08,1064.48,99289
09/10/2021,Indonesia,1487.16,3731.65,62884
09/10/2021,Russia,741.55,226.32,12132
10/10/2021,Indonesia,4020.59,4546.38,9383
11/10/2021,China,3722.16,1453.02,40815
11/10/2021,China,1091.92,873.89,9354
11/10/2021,Brazil,1710.96,459.92,51551
13/10/2021,China,2396.16,5247.79,67732
14/10/2021,Nigeria,1675.95,1228.13,45643
14/10/2021,Russia,1385.8,237.04,12548
14/10/2021,USA,1818.35,3404.41,88432
15/10/2021,Russia,2772.2,798.06,70491
15/10/2021,Indonesia,1056.45,892.6,89465
15/10/2021,India,378.5,1112.08,82893
16/10/2021,Nigeria,1393.16,896.21,63674
16/10/2021,Philippines,2559.7,1736.09,87433
18/10/2021,India,3494.75,1487.34,5460
19/10/2021,Philippines,3884.27,3971.07,75829
19/10/2021,Mexico,2692.62,1790.85,26081
19/10/2021,Nigeria,1041.47,1262.72,68204
20/10/2021,Mexico,1372.59,482.6,81778
21/10/2021,Russia,2436.86,1472.09,43365
21/10/2021,Philippines,809.57,267.82,83189
21/10/2021,Germany,1588.19,1198.94,39281
22/10/2021,Mexico,7631.05,1813.9,99555
22/10/2021,USA,1233.17,1853.42,2032
22/10/2021,Indonesia,1118.87,584.98,75511
23/10/2021,USA,3083.16,1222.32,91773
24/10/2021,Germany,2420.68,3207.42,85783
24/10/2021,Brazil,1380.51,1843.11,61120
25/10/2021,Russia,817.79,327.64,49525
25/10/2021,Germany,2398.86,722.16,41567
26/10/2021,Mexico,1369.52,2544.83,50757
26/10/2021,Russia,1113.47,2117.94,44915
26/10/2021,Indonesia,3746.01,677.58,55572
27/10/2021,Indonesia,5389.03,2496.05,67511
27/10/2021,Brazil,2086.4,1472.68,9341
27/10/2021,Brazil,2882.66,776.79,86887
27/10/2021,Nigeria,4378.4,1812.34,41598
30/10/2021,India,2278.48,262.61,63802
31/10/2021,Philippines,196.01,468.35,48030
31/10/2021,China,924.68,1835.39,43992
01/11/2021,Germany,1740.88,1729.66,28556
01/11/2021,India,3204.13,1124.3,20285
02/11/2021,Indonesia,3155.8,1788.68,1345
02/11/2021,Indonesia,2520.21,2296.25,12551
02/11/2021,Indonesia,2219.92,392.61,30640
02/11/2021,Germany,2540.54,935.9,30325
02/11/2021,India,3864.36,864.62,5983
02/11/2021,India,597.44,485.03,98211
03/11/2021,Mexico,7520.29,1400.95,40118
03/11/2021,Russia,1367.67,604.31,31601
03/11/2021,Germany,2706.17,750.79,36449
03/11/2021,China,1903.36,477.66,7842
06/11/2021,Germany,1971.8,3317.07,76475
06/11/2021,India,1608.6,968.09,40326
06/11/2021,Philippines,1542.29,61.93,52425
06/11/2021,China,3094.21,556.21,81156
07/11/2021,Nigeria,2646.39,1737.62,65512
07/11/2021,USA,1933.47,360.3,67860
07/11/2021,Philippines,1587.09,627.15,263
07/11/2021,USA,3636.36,1095.86,44456
08/11/2021,Nigeria,804.12,497.97,63137
08/11/2021,Germany,964.09,1679.34,49473
08/11/2021,Mexico,3954.64,2121.45,85392
09/11/2021,India,1460.09,1209.01,65966
09/11/2021,Germany,1037.18,1246.85,86807
10/11/2021,Germany,421.4,1055.65,88802
10/11/2021,Indonesia,1425.89,2650.78,79789
11/11/2021,Russia,1890.92,1144.45,78948
11/11/2021,Nigeria,1888.55,927.86,80274
11/11/2021,China,2947.83,294.1,52281
13/11/2021,Philippines,265.67,613.74,98388
13/11/2021,Brazil,3120.26,461.52,36927
13/11/2021,Mexico,2014.46,893.88,39050
13/11/2021,Mexico,770.35,458.4,63997
14/11/2021,Philippines,913.71,2174.93,47882
14/11/2021,Philippines,2487.8,599.39,72515
16/11/2021,Russia,1197.21,935.89,16080
17/11/2021,Nigeria,4391.95,990.76,33269
17/11/2021,China,3729.37,1446.12,63523
17/11/2021,Nigeria,635.71,2402.52,97065
18/11/2021,Brazil,692.83,501.09,74883
19/11/2021,Philippines,1856.4,1586.5,64349
19/11/2021,Brazil,1562.19,488.59,28719
19/11/2021,Brazil,5016.71,1798.17,72544
20/11/2021,Germany,2951.09,2448.22,66723
20/11/2021,Russia,75.35,4266.59,99473
21/11/2021,Russia,1140.79,1071.14,41714
22/11/2021,Brazil,541.96,118.05,62060
22/11/2021,Philippines,1539.3,418.36,33601
23/11/2021,Indonesia,4096.69,298.85,21671
23/11/2021,Russia,1852.72,1810.96,62884
24/11/2021,China,1665.75,1165.69,73715
24/11/2021,India,2782.53,550.61,73152
24/11/2021,China,1201.87,1542,17630
25/11/2021,Germany,422.28,2026.33,57892
25/11/2021,India,375.34,1213.13,98100
25/11/2021,Mexico,2762.57,1082.14,66225
25/11/2021,China,1578.5,530.59,51262
26/11/2021,Philippines,1938.16,416.33,83044
26/11/2021,Germany,714.76,870.77,81391
27/11/2021,Mexico,801.05,2191.32,18898
27/11/2021,China,415.28,1009.14,98637
27/11/2021,China,1277.4,503.39,75765
27/11/2021,Philippines,1606.26,561.21,46958
28/11/2021,Germany,1134.51,3190.69,86503
28/11/2021,China,1909.42,13.16,33223
29/11/2021,Nigeria,1694.28,1745.65,44606
29/11/2021,Brazil,4031.03,709.46,31833
30/11/2021,Philippines,5621.12,324.66,39333
02/12/2021,Philippines,3908.48,511.63,61095
03/12/2021,Indonesia,2019.53,1426.27,46357
04/12/2021,USA,1461.85,1594.84,88631
05/12/2021,India,1781.59,1608.62,6599
05/12/2021,Mexico,5983.86,1142.28,5792
06/12/2021,Nigeria,1104.96,1026.56,7977
06/12/2021,Philippines,1652.68,795.15,33548
06/12/2021,USA,1892.49,2035.45,32158
07/12/2021,Russia,4572.9,1530.51,54572
07/12/2021,USA,376.38,2368.07,51894
07/12/2021,Nigeria,1955.75,2317.76,37619
07/12/2021,USA,2693.35,91.69,77144
08/12/2021,Germany,1919.37,719.41,70749
08/12/2021,Philippines,2741.43,809.32,44369
08/12/2021,Indonesia,2552.75,95.15,75265
09/12/2021,USA,1659.5,982.81,24609
09/12/2021,China,704.92,544.91,17420
10/12/2021,USA,1691.81,649.5,67737
12/12/2021,Mexico,2058.74,1029.38,7083
12/12/2021,Indonesia,383.24,65.53,20387
13/12/2021,India,2202.44,996.08,19223
13/12/2021,India,1095.09,904.83,33348
15/12/2021,Germany,1077.08,1085.58,24986
15/12/2021,Nigeria,2392.19,583.81,84635
16/12/2021,Mexico,688.97,807.1,47043
16/12/2021,China,975.98,302.05,99392
17/12/2021,India,2063.63,1467.63,78188
17/12/2021,Russia,390.72,592.96,17929
17/12/2021,Indonesia,3098.03,2397.58,64796
18/12/2021,Indonesia,1002.21,3098.71,49733
19/12/2021,India,2802.43,935.13,93827
20/12/2021,Russia,2551.4,395.31,88351
20/12/2021,Mexico,795.02,1049.88,96700
20/12/2021,Mexico,3564.23,847.55,8898
21/12/2021,Nigeria,857.16,746.75,62632
21/12/2021,India,833.17,1504.47,9842
21/12/2021,Brazil,1427.74,660.37,84704
21/12/2021,Nigeria,3918.51,2814.02,73619
22/12/2021,Mexico,1055.84,1057.35,46771
22/12/2021,Philippines,1219.69,994.88,50076
23/12/2021,Mexico,1803.8,776.01,1987
23/12/2021,China,998.31,1059.29,18635
23/12/2021,Brazil,2399.32,941.7,94992
25/12/2021,Brazil,1155.15,401.15,86854
25/12/2021,China,1185.03,261.75,45556
26/12/2021,Russia,916.7,577.55,81810
26/12/2021,Germany,2306.49,2783.6,12611
26/12/2021,USA,410.52,214.83,57294
27/12/2021,Russia,4558.29,1312.6,27763
28/12/2021,India,1756.76,649.08,1996
01/01/2022,India,1280.66,833.24,46918
01/01/2022,Indonesia,3218.57,5764.09,26465
02/01/2022,Brazil,2035.75,3890.6,62599
03/01/2022,Nigeria,3412.69,796.99,5896
04/01/2022,Russia,620.2,1063.57,11457
04/01/2022,China,2079.61,1891.67,33815
05/01/2022,Russia,4612.54,628.21,85180
05/01/2022,USA,1066.23,1160.27,31183
06/01/2022,Philippines,1177.27,603.06,14971
08/01/2022,Brazil,1049.91,1106.19,38898
09/01/2022,Nigeria,1893.75,1590.32,28224
09/01/2022,India,2600.12,789.22,10161
10/01/2022,USA,425.85,887.22,38234
10/01/2022,Philippines,1957.47,485.44,48395
10/01/2022,Indonesia,1495.61,1367.63,20457
10/01/2022,Indonesia,1720.54,1369.4,98515
11/01/2022,Philippines,854.8,509.47,29086
11/01/2022,Indonesia,533.09,567.89,69575
11/01/2022,Mexico,769.32,1290.37,13489
11/01/2022,Germany,609.3,1336.58,40639
11/01/2022,Mexico,1585.17,1447.54,82011
11/01/2022,Nigeria,2625.28,1625.36,78251
12/01/2022,Germany,2329.46,1354.88,58883
12/01/2022,Mexico,2680.89,252.61,78948
12/01/2022,Russia,2063.53,1273.89,62993
13/01/2022,Philippines,1650.91,941.39,58399
14/01/2022,China,2000.3,2187.11,39762
15/01/2022,Nigeria,2149.43,318.32,50007
15/01/2022,China,6315.38,2073.8,66840
16/01/2022,Philippines,4319.54,757.7,52469
16/01/2022,China,604.09,607.16,94762
17/01/2022,Germany,687.06,2160.68,34524
17/01/2022,Philippines,5099.36,3398.31,17541
18/01/2022,Nigeria,727.1,500.68,89537
19/01/2022,India,2353.3,1853,17078
19/01/2022,Nigeria,1331.84,593.08,60775
19/01/2022,Russia,3022.62,2351.15,30315
19/01/2022,Brazil,2119.68,3675.6,33856
20/01/2022,Nigeria,1112.44,202.85,21415
21/01/2022,Nigeria,2427.08,329.16,88619
22/01/2022,Philippines,4231.19,1864.73,22363
22/01/2022,Germany,3312.68,2870.59,65907
22/01/2022,India,2543.26,667.87,14799
22/01/2022,Russia,2462.9,1503.57,7929
23/01/2022,Mexico,1311.36,698.44,31494
23/01/2022,China,2730.7,1244.42,99869
24/01/2022,Russia,2369.36,2675.84,39086
24/01/2022,Indonesia,562.19,2307.16,988
25/01/2022,USA,1000.61,895.47,5702
25/01/2022,Russia,630.35,576.78,38454
25/01/2022,Mexico,5131,981.36,9071
25/01/2022,USA,1086.51,4374.21,47939
26/01/2022,Germany,1228.09,1772.59,95809
26/01/2022,Philippines,1616.12,200.53,81457
27/01/2022,China,3398.74,3469.75,1726
28/01/2022,Mexico,359.32,1271.72,6564
28/01/2022,Brazil,490.49,1805.28,27510
28/01/2022,China,3913.74,408.13,23949
28/01/2022,USA,3735.43,1427.73,46827
29/01/2022,Philippines,1599.02,2974.76,96633
29/01/2022,China,2896.75,563.68,77418
29/01/2022,Indonesia,2645.02,4563.97,90267
30/01/2022,Brazil,1293.78,477.84,23925
30/01/2022,Nigeria,2139.38,202.47,46530
31/01/2022,Nigeria,847.92,4031.74,10736
02/02/2022,USA,1101.18,825.77,90469
02/02/2022,Philippines,3724.54,747.25,17776
03/02/2022,India,2147.95,1009.78,89216
03/02/2022,Russia,2543.71,628.41,12074
03/02/2022,China,2668.22,1946.34,68117
04/02/2022,Indonesia,2975.51,1451.49,37723
04/02/2022,China,1441.91,1738.06,96350
04/02/2022,Nigeria,166.89,2347.6,28773
05/02/2022,Philippines,2251.79,579.91,90699
05/02/2022,China,1234.3,887.62,5314
06/02/2022,Nigeria,621.15,2223.52,97280
06/02/2022,Indonesia,1169.74,2152.44,25729
07/02/2022,Indonesia,868.13,2654.55,49012
08/02/2022,India,238.72,666.95,41268
09/02/2022,India,2376.17,961.64,90352
09/02/2022,Germany,1580.57,214.26,36816
10/02/2022,Philippines,4954.21,1585.19,54500
10/02/2022,India,564.12,2567.82,60368
10/02/2022,Mexico,1562.15,1568.26,33066
11/02/2022,Brazil,2001.86,894.1,21611
12/02/2022,India,1613.92,1178.29,58217
14/02/2022,Philippines,1795.16,1770.76,45523
15/02/2022,Russia,1027.33,1057.75,19612
15/02/2022,China,679.17,1017.42,83117
15/02/2022,Indonesia,1436.75,1811.47,61160
15/02/2022,India,2567.34,1244.87,32855
15/02/2022,Nigeria,1428.95,2840.67,21319
15/02/2022,Indonesia,3262.9,1672.31,48314
16/02/2022,India,904.08,584.8,81422
16/02/2022,China,946.75,1021.2,57619
17/02/2022,Nigeria,964.84,1267.66,43607
17/02/2022,Nigeria,3620.21,520.39,94301
17/02/2022,Germany,961.04,1292.44,50195
17/02/2022,Brazil,2384.64,470.55,84567
17/02/2022,USA,2874.8,39.96,82651
18/02/2022,Russia,1022.86,96.79,68615
18/02/2022,Indonesia,1993.73,2046.43,22897
19/02/2022,Nigeria,513.25,1111.02,50003
19/02/2022,Mexico,791.43,2355.6,15279
19/02/2022,Russia,2160.27,1587.38,93104
19/02/2022,India,750.1,1043.95,45831
20/02/2022,Germany,1125.63,2041.69,60276
20/02/2022,Brazil,979.13,1150.41,81572
21/02/2022,Russia,5578.29,544.15,48321
22/02/2022,China,1050.57,1854.75,6126
22/02/2022,Brazil,2655.32,879.43,71455
22/02/2022,Indonesia,1958.21,521.5,64742
23/02/2022,Indonesia,1829.59,912.81,40739
23/02/2022,India,511.73,1748.42,83694
23/02/2022,Russia,691.03,3552.17,18959
24/02/2022,USA,2605.89,3804.14,79962
24/02/2022,Nigeria,163.74,405.61,90217
25/02/2022,Germany,3381.96,450.86,92762
25/02/2022,Brazil,2121.43,779.86,79900
26/02/2022,USA,1233.94,1342.24,99012
26/02/2022,Mexico,3536.54,144.85,1312
27/02/2022,Brazil,3052.81,854.53,66582
27/02/2022,Mexico,4614.78,991.75,41106
01/03/2022,Indonesia,3293.87,433.19,82659
01/03/2022,Nigeria,602.47,2361.72,49425
02/03/2022,Philippines,1198.58,1763.63,62088
02/03/2022,India,4190.47,901.74,43521
02/03/2022,China,1026.37,214.37,59430
03/03/2022,Mexico,3978.88,450.37,45561
03/03/2022,USA,2315.53,1612.76,90855
04/03/2022,USA,1039.48,1502.58,45649
06/03/2022,Indonesia,2055.85,648.77,71941
06/03/2022,Nigeria,2102.01,2440.84,43774
07/03/2022,Mexico,3774.52,2026.56,48738
08/03/2022,Brazil,449.97,1447.77,3525
09/03/2022,USA,356.89,1518.56,51089
10/03/2022,Brazil,4306.37,3745.82,6939
10/03/2022,USA,1279.48,132.7,31369
13/03/2022,Russia,1526.81,843.13,17828
15/03/2022,Brazil,704.64,1942.11,28794
15/03/2022,India,2406.15,1153.69,34505
16/03/2022,Brazil,797.01,673.08,39155
17/03/2022,Germany,1774.56,464.18,25031
17/03/2022,Germany,2033.63,1248.3,65470
19/03/2022,Russia,2909.43,427.29,84916
19/03/2022,Indonesia,2783.15,690.02,49201
20/03/2022,Brazil,1859,452.22,96291
21/03/2022,Mexico,376.2,484.89,6877
21/03/2022,Germany,5374.54,2658.79,94623
21/03/2022,Russia,2025.78,1670.1,81217
21/03/2022,Brazil,1917.34,2769.28,23006
21/03/2022,Mexico,952.42,2194.43,95022
22/03/2022,Indonesia,2191.52,1482.17,57928
23/03/2022,India,1283.83,1742.48,96001
24/03/2022,China,1107.66,284.36,97601
24/03/2022,China,1344.47,1568.48,56919
24/03/2022,China,932.69,152.93,50841
25/03/2022,USA,1130.51,1897.98,15779
26/03/2022,China,4965.52,559.09,3881
26/03/2022,Philippines,1657.59,1676.63,59346
26/03/2022,China,1396.74,1361.8,15260
26/03/2022,Nigeria,1168.06,1490.96,75212
27/03/2022,Mexico,1972.59,2705.04,91318
27/03/2022,Germany,613.51,374.46,35406
27/03/2022,Brazil,2708.09,2042.09,38898
28/03/2022,Germany,2656.98,1860.34,21980
28/03/2022,Nigeria,825.79,275.63,68921
29/03/2022,Indonesia,2411.08,1388.91,33763
29/03/2022,India,1575.93,1305.51,45532
30/03/2022,China,1208.99,2589.22,71943
31/03/2022,USA,1066.69,2095.33,63376
31/03/2022,Brazil,1642.63,438.08,89964
31/03/2022,Germany,715.05,1347.56,57272
31/03/2022,Indonesia,989.7,1787.41,38745
31/03/2022,Russia,3014.41,132.83,57407
31/03/2022,Brazil,439.54,3220.13,44699
01/04/2022,Mexico,4335.53,138.67,71721
01/04/2022,Nigeria,958.83,1308.46,1172
02/04/2022,Nigeria,2965.89,903.67,36253
02/04/2022,Germany,1113,1051.93,95178
03/04/2022,Nigeria,1771.52,2113.37,73301
04/04/2022,Philippines,712.39,1758.59,18235
04/04/2022,Philippines,704.05,1709.92,68662
04/04/2022,Nigeria,3995.11,282.07,91560
05/04/2022,Nigeria,2266.13,929.68,91435
06/04/2022,Brazil,4440.16,3729.61,31131
07/04/2022,Nigeria,2425.81,394.13,35063
08/04/2022,Russia,2758.16,1534.48,68198
08/04/2022,USA,886.82,1385.87,71303
08/04/2022,Russia,1811.94,879.79,10729
09/04/2022,India,1185.27,1926.31,88371
10/04/2022,China,882.43,900.07,12240
10/04/2022,Germany,1089.44,355.83,73920
11/04/2022,Indonesia,1744.84,1853.05,60215
11/04/2022,Brazil,4808.58,155.36,43559
11/04/2022,USA,3790.54,1823.87,3458
12/04/2022,China,324.8,589.38,68145
12/04/2022,Nigeria,1180.93,130.25,80451
12/04/2022,China,1391.05,227.83,10252
13/04/2022,China,1071.55,2578.66,78406
13/04/2022,Nigeria,866.48,525.2,61392
14/04/2022,Germany,3852.18,576.23,53659
15/04/2022,Russia,779.14,1635.37,23875
15/04/2022,USA,2601.55,3762.81,75258
16/04/2022,USA,2900.88,611.09,25730
16/04/2022,Indonesia,1957.33,1126.15,56106
16/04/2022,Nigeria,1629.17,1522.65,52210
16/04/2022,China,2221.95,723.92,72897
16/04/2022,USA,1111.84,2364.05,55273
17/04/2022,Brazil,3044.86,537.04,84258
17/04/2022,Mexico,1186.65,1626.17,48090
18/04/2022,Nigeria,1654.7,2439.35,66231
19/04/2022,Nigeria,1691.51,561.54,92078
20/04/2022,Philippines,1037.95,2711.4,68623
21/04/2022,Russia,1525.82,605.5,54197
21/04/2022,India,3929.2,321.17,88855
21/04/2022,Nigeria,2129.28,419.58,29503
21/04/2022,Indonesia,2104.48,559.75,79541
21/04/2022,India,704.58,2192.08,41344
23/04/2022,Indonesia,2386.68,590.51,97799
23/04/2022,Mexico,2434.02,402.04,93458
23/04/2022,Germany,1136.14,1222.25,14333
24/04/2022,Indonesia,3287.75,1917.44,5342
25/04/2022,USA,6283.66,456.56,23656
25/04/2022,Brazil,1803.01,434.89,33755
26/04/2022,Nigeria,878.1,2170.17,34813
26/04/2022,USA,1648.53,1143.31,72435
26/04/2022,Nigeria,3730.64,1356.63,71369
27/04/2022,Nigeria,2078.19,795.99,38169
28/04/2022,China,356.58,1696.7,89201
28/04/2022,China,787.22,989.06,61372
29/04/2022,Indonesia,1314.15,761.34,72547
29/04/2022,India,4813.97,454,10432
29/04/2022,India,3019.45,1370.6,57613
29/04/2022,China,2823.83,1558.66,54620
30/04/2022,USA,3754.04,434.98,71638
30/04/2022,Russia,1581.44,1405.96,5726
30/04/2022,Indonesia,1578.38,305.28,72156
01/05/2022,Russia,2259.99,1409.64,36731
01/05/2022,China,998.63,494.84,48946
01/05/2022,China,170,1013.2,2454
01/05/2022,Nigeria,1638.38,2429.63,46166
02/05/2022,Mexico,4994.06,336.44,69391
02/05/2022,Germany,384.59,1653.14,4938
03/05/2022,Germany,1638.07,920.52,51264
03/05/2022,Mexico,370.33,193.93,58176
03/05/2022,USA,691.36,1844.7,93985
03/05/2022,China,1867,2037.88,32609
05/05/2022,Indonesia,576.44,1497.67,70841
05/05/2022,Mexico,4111.39,1294.67,4238
06/05/2022,Indonesia,753.35,1433.68,29293
07/05/2022,Nigeria,492.39,1619.35,16326
07/05/2022,USA,2613.56,1368.66,35040
08/05/2022,Nigeria,687.73,164.16,8006
08/05/2022,China,190.4,1706.65,3309
08/05/2022,Indonesia,832.48,1949.54,11931
08/05/2022,Mexico,3511.5,2330.73,28425
09/05/2022,Nigeria,1307.38,376.57,38507
09/05/2022,China,360.88,1234.77,54688
09/05/2022,Mexico,320.27,2659.78,34312
10/05/2022,USA,1045.58,3130.06,20516
10/05/2022,Germany,7786.89,339.73,64729
10/05/2022,Russia,3403,2173.21,63870
11/05/2022,Indonesia,1367.49,1296.63,50862
12/05/2022,India,1095.3,3042.95,4283
13/05/2022,USA,1866.06,633.91,18321
14/05/2022,Germany,4365.18,1042.46,9908
14/05/2022,India,838.61,1387.64,50694
14/05/2022,Russia,1432.82,1483.91,75116
15/05/2022,Nigeria,3181.21,1543.72,55897
16/05/2022,Brazil,2240.92,535.85,81580
16/05/2022,Mexico,1002.2,880.96,21488
16/05/2022,Brazil,1066.68,236.55,90499
16/05/2022,Nigeria,1491.93,561.8,42255
17/05/2022,China,1958.46,1592.34,9103
17/05/2022,USA,1916.86,3578.05,48961
17/05/2022,Mexico,4173.53,830.93,56551
17/05/2022,Philippines,777.46,2083.82,90468
18/05/2022,Indonesia,1121.77,2185.67,65455
18/05/2022,Mexico,1269.16,453.95,75018
18/05/2022,Russia,1538.43,1813.58,58953
19/05/2022,Mexico,2479.49,395.36,270
20/05/2022,Germany,1492.87,563.51,52066
20/05/2022,China,2065.5,808.14,79556
21/05/2022,USA,1441.52,183.87,24958
22/05/2022,Philippines,2424.34,1021.25,223
23/05/2022,India,1686.86,899.62,35777
23/05/2022,USA,1084.91,1260.01,97594
24/05/2022,Indonesia,901.02,453.33,34624
24/05/2022,Brazil,1336.48,1420.89,8792
25/05/2022,Brazil,2603.22,1426.9,45832
25/05/2022,Mexico,469.22,1382.77,32075
27/05/2022,Nigeria,2423.93,687.54,68201
27/05/2022,Indonesia,1654.92,236.24,74551
27/05/2022,China,2806.79,501.34,91985
28/05/2022,Indonesia,2417.57,597.81,58181
28/05/2022,India,580.7,2454.1,73815
29/05/2022,Germany,1228.09,1083.51,4744
29/05/2022,India,2128.67,1126.58,20103
30/05/2022,Germany,1166.31,769.19,94114
30/05/2022,USA,5062.39,1752.78,40496
30/05/2022,Germany,1337.38,2604.45,53001
30/05/2022,Germany,2117.27,664.4,54473
31/05/2022,USA,2954.16,456.84,79287
31/05/2022,Nigeria,2012.85,1188.33,72221
31/05/2022,China,1973.24,1722.67,70011
01/06/2022,Indonesia,1712.61,1206.14,50042
01/06/2022,Indonesia,2706.58,759.02,90916
01/06/2022,India,3720.23,1313.57,22405
02/06/2022,Brazil,2328.61,2578.83,90787
03/06/2022,Philippines,1555.17,2337.53,23869
03/06/2022,India,125.33,2123.58,81910
05/06/2022,Mexico,2389.33,1177.47,20089
06/06/2022,Nigeria,1494.23,816.88,20590
07/06/2022,China,3162.12,621.13,39642
08/06/2022,Philippines,2581.08,222.42,19934
09/06/2022,India,1758.41,1872.52,80000
09/06/2022,USA,5856.96,1682.74,48598
10/06/2022,USA,3737.98,182.37,26530
11/06/2022,India,886.02,988.95,12533
11/06/2022,Russia,270.33,1548.4,15105
11/06/2022,USA,2346.3,763.66,26204
11/06/2022,Philippines,5320.24,2909.23,45029
12/06/2022,Brazil,1844.29,315.59,80633
12/06/2022,USA,3065.78,645.14,40009
12/06/2022,Nigeria,1003.27,840.89,64449
13/06/2022,Philippines,549.88,1383.27,95092
13/06/2022,Indonesia,2537.57,2473.11,69146
14/06/2022,Brazil,2162.85,1371.12,52317
15/06/2022,China,824.73,1266.95,17524
15/06/2022,India,2238.99,1453.47,75030
15/06/2022,USA,4329.35,1619.68,16030
16/06/2022,China,5451.6,216.81,2752
16/06/2022,Brazil,2555.6,1599.96,26032
16/06/2022,China,1915.46,2524.8,53815
16/06/2022,Philippines,4815.82,1202.55,77253
17/06/2022,India,2850.78,1081.73,47787
18/06/2022,India,3981.33,402.47,64648
18/06/2022,Indonesia,1841.66,573.94,5971
19/06/2022,Germany,870.49,952.78,58996
19/06/2022,USA,3679.81,765.33,37568
19/06/2022,Nigeria,3323.02,444.76,70066
19/06/2022,Mexico,964.44,1426.49,95277
20/06/2022,Russia,1171.66,1107.03,34819
21/06/2022,Germany,2422.05,1321.36,4871
21/06/2022,China,1451.56,2535.67,57623
21/06/2022,Mexico,2065.25,470.03,76267
22/06/2022,Nigeria,1622.46,621.81,50347
23/06/2022,Nigeria,2605.2,1443.87,82504
23/06/2022,Indonesia,5039.63,1123.87,19149
23/06/2022,Mexico,1731.75,583.42,49368
23/06/2022,Russia,1756.1,2749.31,3509
24/06/2022,Philippines,2295.8,773.43,86766
24/06/2022,Russia,5688.72,2239.11,71306
24/06/2022,Nigeria,863.18,2995.46,13448
24/06/2022,Russia,5059.61,1820.02,82403
24/06/2022,Germany,1705.74,3099.96,80688
24/06/2022,USA,1635.58,1994.02,60896
25/06/2022,USA,531.1,252.04,23049
25/06/2022,India,2400.88,1507.58,24737
26/06/2022,Indonesia,1730.1,704.89,88071
26/06/2022,USA,1973.21,382.03,53807
